Name,URL,Author,Author's location,Main language,All used languages,Description,Total code size,License,Author's followers,Top 10 contributors followers,Created at,Age in days,Total commits,Total additions,Total deletions,Total code changes,Last commit date,Commits/day,"Average contribution period by contributor, days",Medium commit size,Total releases,Stargazers,Forks,Contributors,Active forkers(%),Returning contributors (more than 4 weeks),Open issues,Closed issues,Total issues,Issue/day,Closed issues(%),Placement by popularity,Placement by age,Placement by total commits,Placement by total tags,Placement by top 10 contributors followers,Placement by closed issues percentage,Placement by commits by day,Placement by active forkers column,Placement overall
envoyproxy/envoy,https://github.com/envoyproxy/envoy,[Unknown account],[Unknown],C++,"C++(87.65),Starlark(4.68),Java(1.87),Rust(1.65),Python(0.80),Go(0.78),C(0.62),Assembly(0.44),Shell(0.42),Kotlin(0.42),Swift(0.33),Objective-C++(0.09),JavaScript(0.09),Objective-C(0.07),Jinja(0.06),jq(0.02),HTML(0.01),CSS(0.00),Dockerfile(0.00),Emacs Lisp(0.00),Thrift(0.00),PureBasic(0.00),Batchfile(0.00),Makefile(0.00)",Cloud-native high-performance edge/middle/service proxy,75167844,Apache-2.0,0,1381,2016/08,3576,27420,4388743,1892812,6281555,2026-05-24 12:39:53,7.6678,295,229,262,28260,5397,374,6.93,351,1817,10815,12632,3.5324,85.62,10,32,3,32,35,31,9,4,11
etcd-io/etcd,https://github.com/etcd-io/etcd,[Unknown account],[Unknown],Go,"Go(95.95),Shell(2.44),Jsonnet(0.98),Makefile(0.41),Procfile(0.14),Dockerfile(0.08)",Distributed reliable key-value store for the most critical data of a distributed system,6028357,Apache-2.0,0,2738,2013/07,4704,24801,2569009,2252878,4821887,2026-05-23 19:30:37,5.2723,117,194,838,51734,10367,374,3.61,117,251,19274,19525,4.1507,98.71,4,46,43,6,16,6,13,14,12
cri-o/cri-o,https://github.com/cri-o/cri-o,sarahnovotny,the interwebs,Go,"Go(79.39),Shell(19.17),Makefile(0.69),C(0.61),Nix(0.14),Dockerfile(0.00)",Open Container Initiative-based implementation of Kubernetes Container Runtime Interface,3084655,Apache-2.0,46,3607,2016/09,3543,10682,15135642,12551939,27687581,2026-05-18 14:29:11,3.0150,231,2591,295,5614,1170,323,27.61,71,107,6432,6539,1.8456,98.36,43,30,10,23,11,7,26,27,13
containers/podman,https://github.com/containers/podman,rhatdan,"Wells, ME",Go,"Go(80.66),Shell(14.27),Perl(1.94),Python(1.36),PowerShell(0.73),C(0.55),Makefile(0.42),Ruby(0.03),Dockerfile(0.03),Awk(0.01),HTML(0.00),Batchfile(0.00)",Podman: A tool for managing OCI containers and pods.,10960626,Apache-2.0,1172,2405,2017/11,3126,27310,7345275,4598060,11943335,2026-05-22 16:37:01,8.7364,171,437,262,31786,3121,419,13.43,108,1089,0,1089,0.3484,0.00,7,22,23,31,19,50,6,15,14
vitessio/vitess,https://github.com/vitessio/vitess,sougou,[Unknown],Go,"Go(94.41),Java(2.31),TypeScript(1.86),Yacc(0.50),Shell(0.41),Python(0.15),SCSS(0.10),Assembly(0.07),Dockerfile(0.07),Makefile(0.04),CSS(0.03),JavaScript(0.02),Perl(0.01),HCL(0.01),HTML(0.00),Go Template(0.00)",Vitess is a database clustering system for horizontal scaling of MySQL.,40941927,Apache-2.0,509,2360,2013/06,4713,35368,4232899,2636256,6869155,2026-05-23 08:03:02,7.5043,255,194,286,20978,2340,325,13.89,155,968,1622,2590,0.5495,62.63,16,47,6,25,20,46,11,8,15
open-telemetry/opentelemetry-collector,https://github.com/open-telemetry/opentelemetry-collector,rakyll,"San Francisco, CA",Go,"Go(94.95),Go Template(4.38),Makefile(0.33),Shell(0.25),HTML(0.10)",OpenTelemetry Collector,5144446,Apache-2.0,13083,1316,2019/05,2571,8286,1624097,1318673,2942770,2026-05-22 22:26:38,3.2229,171,355,6059,7057,2077,408,19.64,87,693,11449,12142,4.7227,94.29,38,9,24,1,36,18,24,18,16
tikv/tikv,https://github.com/tikv/tikv,ngaut,"Sunnyvale, CA ",Rust,"Rust(97.37),Python(1.78),Perl(0.69),Makefile(0.06),Shell(0.06),C(0.02),Dockerfile(0.01)","Distributed transactional key-value database, originally created to complement TiDB",26425172,Apache-2.0,1878,7510,2015/12,3797,8428,1577976,756951,2334927,2026-05-22 09:35:39,2.2196,318,277,326,16689,2282,389,17.05,147,1736,6722,8458,2.2275,79.48,20,39,2,21,4,38,33,10,17
VictoriaMetrics/VictoriaLogs,https://github.com/VictoriaMetrics/VictoriaLogs,valyala,United states,Go,"Go(73.53),TypeScript(22.77),SCSS(2.63),Makefile(0.76),HTML(0.11),Dockerfile(0.10),JavaScript(0.06),Shell(0.03),Python(0.02)","Fast and easy to use database for logs, which can efficiently handle terabytes of logs",4670566,Apache-2.0,3887,4457,2025/07,321,12191,4502388,3898075,8400463,2026-05-23 07:15:51,37.9782,146,689,276,1896,135,355,262.96,43,222,599,821,2.5576,72.96,50,1,33,28,9,42,1,40,18
dapr/dapr,https://github.com/dapr/dapr,yaron2,"Federal Way, WA",Go,"Go(97.80),Shell(0.60),Makefile(0.59),JavaScript(0.21),Bicep(0.20),C#(0.16),Java(0.14),Python(0.10),Dockerfile(0.09),Mustache(0.06),PHP(0.02),Go Template(0.02),Batchfile(0.01)","Dapr is a portable runtime for building distributed applications across cloud and edge, combining event-driven architecture with workflow orchestration.",13062544,Apache-2.0,502,1612,2019/06,2531,6832,3466668,2884274,6350942,2026-05-22 17:38:39,2.6993,168,929,396,25784,2078,312,15.01,78,418,5687,6105,2.4121,93.15,12,7,25,16,29,21,28,24,19
linkerd/linkerd2,https://github.com/linkerd/linkerd2,olix0r,"California, USA",Go,"Go(60.07),Rust(29.06),JavaScript(8.35),Shell(1.33),Go Template(0.52),Makefile(0.38),CSS(0.12),Dockerfile(0.12),HTML(0.02),Mustache(0.01),Batchfile(0.01)","Ultralight, security-first service mesh for Kubernetes. Main repo for Linkerd 2.x.",5121314,Apache-2.0,399,3199,2017/12,3092,8876,1198051,759815,1957866,2026-05-22 16:34:30,2.8706,159,220,448,11400,1353,377,27.86,43,205,1396,1601,0.5178,87.20,29,20,27,14,13,28,27,39,20
knative/serving,https://github.com/knative/serving,dewitt,"Seattle, WA",Go,"Go(98.19),Shell(1.81)","Kubernetes-based, scale-to-zero, request-driven compute",4510366,Apache-2.0,167,887,2018/01,3041,9855,6104538,3833417,9937955,2026-05-22 18:24:26,3.2407,219,1008,267,6051,1228,295,24.02,86,158,4586,4744,1.5600,96.67,40,19,12,29,42,16,23,19,21
rook/rook,https://github.com/rook/rook,[Unknown account],[Unknown],Go,"Go(94.58),Shell(2.46),Python(1.82),Makefile(0.78),Go Template(0.22),JavaScript(0.11),Dockerfile(0.03),Ruby(0.00),HTML(0.00)",Storage Orchestration for Kubernetes,6578258,Apache-2.0,0,1159,2016/07,3606,13689,797251,479797,1277048,2026-05-22 15:52:41,3.7962,159,93,281,13518,2816,384,13.64,89,116,5310,5426,1.5047,97.86,26,33,28,27,39,10,17,17,22
kyverno/kyverno,https://github.com/kyverno/kyverno,JimBugwadia,United States,Go,"Go(98.54),Shell(0.55),Makefile(0.53),Mustache(0.35),JavaScript(0.02),Go Template(0.01),Open Policy Agent(0.00)",Unified Policy as Code,10338134,Apache-2.0,97,512,2019/02,2666,9870,8872656,8032554,16905210,2026-05-21 13:40:06,3.7022,100,1712,708,7775,1364,417,30.57,74,471,4258,4729,1.7738,90.04,34,11,50,7,47,24,18,25,23
grafana/loki,https://github.com/grafana/loki,tomwilkie,London,Go,"Go(96.60),Jsonnet(1.44),Go Template(0.51),Makefile(0.42),Ruby(0.35),Shell(0.25),Yacc(0.15),HCL(0.13),Dockerfile(0.07),Nix(0.03),JavaScript(0.02),HTML(0.01),SCSS(0.01),Ragel(0.01),Open Policy Agent(0.00)","Like Prometheus, but for logs.",18856992,AGPL-3.0,635,804,2018/04,2960,11881,23940446,12083622,36024068,2026-05-22 20:00:12,4.0139,131,3032,378,28240,4006,447,11.16,106,1610,5504,7114,2.4034,77.37,11,17,40,18,43,39,16,16,24
crossplane/crossplane,https://github.com/crossplane/crossplane,jbw976,"San Diego, CA",Go,"Go(98.24),Nix(1.25),Shell(0.48),Mustache(0.03)",The Cloud Native Control Plane,3125417,Apache-2.0,201,1544,2018/09,2815,8851,892888,715366,1608254,2026-05-22 17:58:56,3.1442,155,181,208,11710,1182,274,23.18,44,179,5287,5466,1.9417,96.73,28,14,32,37,32,14,25,37,25
argoproj/argo-cd,https://github.com/argoproj/argo-cd,jessesuen,"Mountain View, CA",Go,"Go(81.06),TypeScript(13.76),Lua(2.87),SCSS(0.97),Shell(0.69),Makefile(0.25),Dockerfile(0.14),Procfile(0.10),JavaScript(0.07),Starlark(0.07),CSS(0.02),Mustache(0.01),HTML(0.01)",Declarative Continuous Deployment for Kubernetes,11471111,Apache-2.0,331,1394,2018/02,3026,10676,5350778,2686165,8036943,2026-05-24 09:16:41,3.5281,115,752,576,22969,7231,429,5.93,145,4211,5205,9416,3.1117,55.28,14,18,45,10,34,47,20,11,26
nats-io/nats-server,https://github.com/nats-io/nats-server,derekcollison,"Miami, FL",Go,"Go(99.71),Shell(0.28),PowerShell(0.01)","High-Performance server for NATS.io, the cloud and edge native messaging system.",12257380,Apache-2.0,1176,6355,2012/10,4955,12581,1046090,596345,1642435,2026-05-22 15:17:12,2.5391,234,130,285,19894,1812,180,9.93,32,506,3136,3642,0.7350,86.11,18,49,7,26,5,30,29,47,27
cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,[Unknown account],[Unknown],Go,"Go(95.32),Makefile(3.16),Shell(1.20),Mustache(0.19),Dockerfile(0.10),Go Template(0.03)",Automatically provision and manage TLS certificates in Kubernetes,5734090,Apache-2.0,0,1444,2017/05,3287,10863,10600935,10319806,20920741,2026-05-22 21:19:13,3.3048,87,1925,291,13830,2370,380,16.03,47,239,28184,28423,8.6471,99.16,24,25,52,24,33,3,22,35,28
emissary-ingress/emissary,https://github.com/emissary-ingress/emissary,[Unknown account],[Unknown],Python,"Python(56.47),Go(36.95),Makefile(2.81),Shell(2.35),HTML(0.80),Dockerfile(0.41),Mustache(0.12),Awk(0.08)",open source Kubernetes-native API gateway for microservices built on the Envoy Proxy,3363073,Apache-2.0,0,304,2017/03,3341,18537,11728178,11980544,23708722,2026-05-01 18:53:07,5.5483,158,1278,912,4503,705,193,27.38,51,425,175,600,0.1796,29.17,46,27,29,4,50,49,12,32,29
tektoncd/pipeline,https://github.com/tektoncd/pipeline,mchmarny,"Portland, OR",Go,"Go(99.16),Shell(0.68),Makefile(0.09),Go Template(0.05),Mustache(0.01),Dockerfile(0.00)",A cloud-native Pipeline resource.,8016478,Apache-2.0,301,2162,2018/08,2824,5715,7778751,5111265,12890016,2026-05-21 19:18:29,2.0237,184,2255,238,8974,1922,369,19.20,81,557,3135,3692,1.3074,84.91,32,15,19,34,24,32,34,22,30
helm/helm,https://github.com/helm/helm,vagababov,"Seattle, WA",Go,"Go(98.43),Shell(1.29),Makefile(0.27)",The Kubernetes Package Manager,3179748,Apache-2.0,28,2954,2015/10,3883,9588,361794,229664,591458,2026-05-22 22:01:22,2.4692,110,61,253,29832,7613,373,4.90,74,423,119721,120144,30.9410,99.65,8,43,47,33,15,2,30,26,31
goharbor/harbor,https://github.com/goharbor/harbor,reasonerjt,"Beijing, China",Go,"Go(52.75),TypeScript(21.62),HTML(8.01),Python(5.50),RobotFramework(5.08),Jinja(3.86),SCSS(1.08),Shell(0.84),Go Template(0.54),Makefile(0.33),JavaScript(0.14),Dockerfile(0.12),PLpgSQL(0.10),CSS(0.02)","An open source trusted cloud native registry project that stores, signs, and scans content.",11510973,Apache-2.0,85,639,2016/01,3768,12667,5348690,4832553,10181243,2026-05-22 08:40:32,3.3617,157,803,367,28539,5235,343,6.55,84,844,3475,4319,1.1462,80.46,9,37,31,19,45,37,21,20,32
spiffe/spire,https://github.com/spiffe/spire,y2bishop2y,[Unknown],Go,"Go(95.86),Shell(3.75),Makefile(0.27),Dockerfile(0.07),Go Template(0.03),Open Policy Agent(0.02),HCL(0.00)",The SPIFFE Runtime Environment,7760345,Apache-2.0,11,212,2017/08,3207,7840,755443,454714,1210157,2026-05-24 08:36:47,2.4447,233,154,152,2366,614,216,35.18,53,136,941,1077,0.3358,87.37,48,24,8,41,52,27,31,30,33
fluxcd/flux2,https://github.com/fluxcd/flux2,stefanprodan,[Unknown],Go,"Go(98.40),HCL(0.69),Shell(0.56),Makefile(0.31),Dockerfile(0.04)",Open and extensible continuous delivery solution for Kubernetes. Powered by GitOps Toolkit.,1355288,Apache-2.0,8229,9412,2020/04,2221,3872,148009,86086,234095,2026-05-23 11:46:55,1.7434,117,60,209,8137,757,181,23.91,24,256,1257,1513,0.6812,83.08,33,3,44,36,2,36,37,50,34
cortexproject/cortex,https://github.com/cortexproject/cortex,tomwilkie,London,Go,"Go(99.29),Shell(0.24),Makefile(0.21),HTML(0.14),Dockerfile(0.06),SCSS(0.03),PLpgSQL(0.01)","A horizontally scalable, highly available, multi-tenant, long term Prometheus.",8656280,Apache-2.0,635,2549,2016/09,3544,6246,10021610,6660664,16682274,2026-05-24 03:03:52,1.7624,196,2670,95,5802,859,311,36.20,68,303,876,1179,0.3327,74.30,42,31,17,48,18,41,36,28,35
fluent/fluentd,https://github.com/fluent/fluentd,frsyuki,"Mountain View, CA",Ruby,"Ruby(99.72),HTML(0.21),PowerShell(0.07)",Fluentd: Unified Logging Layer (project under CNCF),3524270,Apache-2.0,1116,2660,2011/06,5453,7172,191745,76983,268728,2026-05-12 06:54:23,1.3152,185,37,266,13541,1393,237,17.01,33,133,3904,4037,0.7403,96.71,25,50,18,30,17,15,42,46,36
thanos-io/thanos,https://github.com/thanos-io/thanos,ashmere,London,Go,"Go(88.44),TypeScript(7.16),Jsonnet(2.28),Makefile(0.58),HTML(0.53),Shell(0.39),SCSS(0.28),CSS(0.28),Cap'n Proto(0.03),Dockerfile(0.03),jq(0.01),JavaScript(0.01)",Highly available Prometheus setup with long term storage capabilities. A CNCF Incubating project.,5755606,Apache-2.0,8,3721,2017/11,3126,4796,1014156,635978,1650134,2026-05-22 18:04:21,1.5342,140,344,137,14081,2301,407,17.69,82,877,2331,3208,1.0262,72.66,23,23,36,42,10,43,40,21,37
strimzi/strimzi-kafka-operator,https://github.com/strimzi/strimzi-kafka-operator,ppatierno,Italy,Java,"Java(98.81),Shell(0.78),Makefile(0.24),Dockerfile(0.09),Mustache(0.07),Awk(0.00),1C Enterprise(0.00)",Apache Kafka® running on Kubernetes,14096294,Apache-2.0,407,1200,2016/05,3670,7302,1896981,1330894,3227875,2026-05-24 13:34:39,1.9896,212,442,175,5816,1490,306,20.54,48,135,1257,1392,0.3793,90.30,41,34,14,39,38,23,35,34,38
falcosecurity/falco,https://github.com/falcosecurity/falco,henridf,[Unknown],C++,"C++(72.10),Go(10.46),CMake(6.42),Go Template(3.31),C(3.21),Shell(3.08),Dockerfile(1.10),Makefile(0.31)",Cloud Native Runtime Security,1230877,Apache-2.0,33,2078,2016/01,3777,5398,209558,150950,360508,2026-05-13 15:17:01,1.4292,143,66,186,8975,1020,224,21.96,38,57,1690,1747,0.4625,96.74,31,38,34,38,25,13,41,42,39
coredns/coredns,https://github.com/coredns/coredns,miekg,[Unknown],Go,"Go(99.90),Makefile(0.08),Dockerfile(0.03)",CoreDNS is a DNS server that chains plugins,2244591,Apache-2.0,2066,3596,2016/03,3718,4781,15063147,14950395,30013542,2026-05-24 12:58:11,1.2859,135,6277,81,14088,2453,431,17.57,36,298,11250,11548,3.1060,97.42,22,36,38,49,12,11,43,45,40
buildpacks/pack,https://github.com/buildpacks/pack,sclevine,"Ann Arbor, MI",Go,"Go(99.66),Makefile(0.24),Shell(0.09),Dockerfile(0.01)",CLI for building apps using Cloud Native Buildpacks,2715213,Apache-2.0,147,468,2018/06,2890,4803,2071993,1895276,3967269,2026-05-15 14:42:52,1.6619,180,825,121,2920,338,137,40.53,37,163,2234,2397,0.8294,93.20,47,16,21,46,48,20,39,44,41
jaegertracing/jaeger,https://github.com/jaegertracing/jaeger,[Unknown account],[Unknown],Go,"Go(90.27),Python(4.57),Shell(2.94),Go Template(1.07),Makefile(0.95),Dockerfile(0.12),HTML(0.05),JavaScript(0.02),sed(0.01)","CNCF Jaeger, a Distributed Tracing Platform",3814342,Apache-2.0,0,4655,2016/04,3690,4396,540973,330444,871417,2026-05-24 12:58:22,1.1913,107,198,124,22829,2916,432,14.81,51,405,3436,3841,1.0409,89.46,15,35,48,44,8,26,44,33,42
kedacore/keda,https://github.com/kedacore/keda,msftgits,"Redmond, WA",Go,"Go(99.20),Makefile(0.39),Shell(0.29),Dockerfile(0.12)"," KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes ",5243970,Apache-2.0,912,1705,2019/02,2657,2895,8831865,3155865,11987730,2026-05-23 06:24:17,1.0896,92,4140,51,10223,1420,455,32.04,47,266,1769,2035,0.7659,86.93,30,10,51,51,28,29,45,36,43
kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,jlewi,San Francisco Bay Area,,,Machine Learning Toolkit for Kubernetes,0,Apache-2.0,375,752,2017/11,3096,2597,5603909,5600464,11204373,2026-05-24 11:31:40,0.8388,126,4314,121,15655,2651,287,10.83,54,3,13043,13046,4.2138,99.98,21,21,41,45,44,1,47,29,44
artifacthub/hub,https://github.com/artifacthub/hub,tegioz,Spain,TypeScript,"TypeScript(60.91),Go(20.49),SQL(9.50),Mustache(5.06),CSS(1.74),Go Template(1.13),SCSS(0.45),HTML(0.30),Shell(0.15),JavaScript(0.11),Dockerfile(0.08),Python(0.08)","Find, install and publish Cloud Native packages",5974531,Apache-2.0,96,2007,2020/01,2322,1996,1550622,792015,2342637,2026-05-12 18:19:17,0.8596,182,1173,44,2034,298,48,16.11,8,27,862,889,0.3829,96.96,49,5,20,52,27,12,46,52,45
chaos-mesh/chaos-mesh,https://github.com/chaos-mesh/chaos-mesh,cwen0,China,Go,"Go(63.14),TypeScript(33.18),Shell(1.61),JavaScript(0.58),Makefile(0.49),Python(0.24),Dockerfile(0.23),Go Template(0.19),Mustache(0.18),C(0.15),HTML(0.02)",A Chaos Engineering Platform for Kubernetes.,4285812,Apache-2.0,176,2228,2019/09,2454,1951,948436,578026,1526462,2026-05-03 04:42:24,0.7950,124,782,160,7713,989,211,21.33,41,553,985,1538,0.6267,64.04,36,6,42,40,23,45,48,41,46
open-policy-agent/opa,https://github.com/open-policy-agent/opa,timothyhinrichs,[Unknown],Go,"Go(83.82),C(8.41),C++(6.33),Open Policy Agent(0.86),Makefile(0.21),Shell(0.14),JavaScript(0.14),Python(0.05),Clojure(0.02),Dockerfile(0.02),TypeScript(0.00)","Open Policy Agent (OPA) is an open source, general-purpose policy engine.",11223508,Apache-2.0,21,922,2015/12,3799,6437,5922868,4629651,10552519,2026-05-22 16:04:34,1.6944,114,1639,215,11773,1574,414,26.30,37,358,1781,2139,0.5630,83.26,27,40,46,35,41,35,38,43,47
kubeedge/kubeedge,https://github.com/kubeedge/kubeedge,kevin-wangzefeng,"Hangzhou, China",Go,"Go(95.05),Shell(4.43),Makefile(0.28),Dockerfile(0.21),Mustache(0.03)",Kubernetes Native Edge Computing Framework (project under CNCF),5147216,Apache-2.0,487,1214,2018/09,2795,6352,10560256,6770149,17330405,2026-05-11 08:05:00,2.2726,107,2728,114,7454,1918,305,15.90,78,952,990,1942,0.6948,50.98,37,13,49,47,37,48,32,23,48
longhorn/longhorn,https://github.com/longhorn/longhorn,yasker,"Los Altos, CA",Shell,"Shell(84.86),Python(10.85),Mustache(4.29)",Cloud-Native distributed storage built on and for Kubernetes,59995,Apache-2.0,165,456,2017/04,3326,1917,97586,30384,127970,2026-05-21 02:32:47,0.5764,139,66,383,7737,699,141,20.17,26,1753,8738,10491,3.1542,83.29,35,26,37,17,49,34,49,49,49
,https://github.com/,brooksmtownsend,"Washington, DC",,"Rust(78.59),Go(14.08),HTML(2.88),Shell(2.85),PowerShell(0.76),Makefile(0.48),Go Template(0.28),Dockerfile(0.06)",,2107382,[Custom license],95,947,1/01,106751,1649,408944,297265,706209,2026-05-22 14:54:54,0.0154,173,428,501,0,0,64,+Inf,18,0,0,0,0.0000,0.00,51,51,22,12,40,51,52,51,50
openkruise/kruise,https://github.com/openkruise/kruise,jian-he,[Unknown],Go,"Go(98.97),Shell(0.68),Yacc(0.12),Makefile(0.11),Python(0.10),Dockerfile(0.02)",Automated management of large-scale applications on Kubernetes (incubating project under CNCF),7761740,NOASSERTION,93,594,2019/05,2550,1137,8303242,8027213,16330455,2026-05-20 06:16:29,0.4459,165,14362,53,5252,882,145,16.44,31,98,322,420,0.1647,76.67,44,8,26,50,46,40,50,48,51
,https://github.com/,hongchaodeng,"San Francisco, CA",,"Go(92.59),SCSS(2.76),HTML(2.13),Shell(1.39),Makefile(0.76),Dockerfile(0.37)",,1444948,[Custom license],593,1565,1/01,106751,3401,1708441,1615514,3323955,2026-05-19 17:04:29,0.0319,135,977,130,0,0,326,+Inf,44,0,0,0,0.0000,0.00,52,52,39,43,31,52,51,38,52
