Name,URL,Author,Author's location,Main language,All used languages,Description,Total code size,License,Author's followers,Top 10 contributors followers,Created at,Age in days,Total commits,Total additions,Total deletions,Total code changes,Last commit date,Commits/day,"Average contribution period by contributor, days",Medium commit size,Total releases,Stargazers,Forks,Contributors,Active forkers(%),Returning contributors (more than 4 weeks),Open issues,Closed issues,Total issues,Issue/day,Closed issues(%),Placement by popularity,Placement by age,Placement by total commits,Placement by total tags,Placement by top 10 contributors followers,Placement by closed issues percentage,Placement by commits by day,Placement by active forkers column,Placement overall
crossplane/crossplane,https://github.com/crossplane/crossplane,jbw976,"San Diego, CA",Go,"Go(98.24),Nix(1.25),Shell(0.48),Mustache(0.03)",The Cloud Native Control Plane,3125417,Apache-2.0,201,1544,2018/09,2817,8851,892888,715366,1608254,2026-05-22 17:58:56,3.1420,155,181,208,11710,1182,274,23.18,44,179,5287,5466,1.9404,96.73,39,11,36,39,41,13,36,47,28
containers/buildah,https://github.com/containers/buildah,nalind,"Greater Boston, Massachusetts, USA",Go,"Go(66.88),Shell(31.69),Dockerfile(0.54),Makefile(0.42),Perl(0.38),Assembly(0.06),Awk(0.02)",A tool that facilitates building OCI images.,2874245,Apache-2.0,83,1947,2017/01,3406,7019,4979761,3619731,8599492,2026-05-22 00:03:40,2.0608,269,1225,229,8799,897,227,25.31,39,255,4424,4679,1.3738,94.55,48,22,10,35,38,19,42,49,29
grafana/loki,https://github.com/grafana/loki,tomwilkie,London,Go,"Go(96.60),Jsonnet(1.44),Go Template(0.51),Makefile(0.42),Ruby(0.35),Shell(0.25),Yacc(0.15),HCL(0.13),Dockerfile(0.07),Nix(0.03),JavaScript(0.02),HTML(0.01),SCSS(0.01),Ragel(0.01),Open Policy Agent(0.00)","Like Prometheus, but for logs.",18856992,AGPL-3.0,635,804,2018/04,2961,11881,23940446,12083622,36024068,2026-05-22 20:00:12,4.0125,131,3032,378,28240,4006,447,11.16,106,1610,5504,7114,2.4026,77.37,22,14,42,24,53,50,25,24,30
kyverno/kyverno,https://github.com/kyverno/kyverno,JimBugwadia,United States,Go,"Go(98.54),Shell(0.55),Makefile(0.53),Mustache(0.35),JavaScript(0.02),Go Template(0.01),Open Policy Agent(0.00)",Unified Policy as Code,10338134,Apache-2.0,97,512,2019/02,2667,9870,8872656,8032554,16905210,2026-05-21 13:40:06,3.7008,100,1712,708,7775,1364,417,30.57,74,471,4258,4729,1.7732,90.04,55,10,57,12,57,29,27,36,31
cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,[Unknown account],[Unknown],Go,"Go(95.32),Makefile(3.16),Shell(1.20),Mustache(0.19),Dockerfile(0.10),Go Template(0.03)",Automatically provision and manage TLS certificates in Kubernetes,5734090,Apache-2.0,0,1444,2017/05,3288,10863,10600935,10319806,20920741,2026-05-22 21:19:13,3.3038,87,1925,291,13830,2370,380,16.03,47,239,28184,28423,8.6445,99.16,35,21,61,28,42,4,32,45,32
hashicorp/packer,https://github.com/hashicorp/packer,mitchellh,"Los Angeles, CA",Go,"Go(72.63),MDX(22.09),HCL(3.43),Shell(0.88),Makefile(0.35),JavaScript(0.22),Dockerfile(0.15),PowerShell(0.15),Python(0.09),Batchfile(0.00)",Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.,2345026,NOASSERTION,22708,23883,2013/03,4812,18981,6228647,6089182,12317829,2026-05-22 12:04:15,3.9445,102,648,144,15688,3330,359,10.78,127,322,3356,3678,0.7643,91.25,32,56,56,48,4,28,26,20,33
netdata/netdata,https://github.com/netdata/netdata,ktsaou,Greece,C,"C(53.66),Go(29.53),Rust(8.46),Shell(2.51),Python(1.95),Jupyter Notebook(1.70),C++(1.25),CMake(0.56),HTML(0.23),JavaScript(0.04),Batchfile(0.03),PowerShell(0.02),Yacc(0.01),Rich Text Format(0.01),POV-Ray SDL(0.01),Dockerfile(0.01),Makefile(0.01),TSQL(0.00),Assembly(0.00)","The fastest path to AI-powered full stack observability, even for lean teams.",48615470,GPL-3.0,685,1102,2013/06,4725,22257,4428476,1844967,6273443,2026-05-26 05:02:19,4.7105,169,281,152,78943,6445,404,6.27,81,329,5051,5380,1.1386,93.88,2,55,32,46,49,22,22,35,34
helm/helm,https://github.com/helm/helm,vagababov,"Seattle, WA",Go,"Go(98.43),Shell(1.29),Makefile(0.27)",The Kubernetes Package Manager,3179748,Apache-2.0,28,2954,2015/10,3885,9588,361794,229664,591458,2026-05-22 22:01:22,2.4680,110,61,253,29832,7613,373,4.90,74,423,119721,120144,30.9251,99.65,18,37,52,32,27,2,40,37,35
tektoncd/pipeline,https://github.com/tektoncd/pipeline,mchmarny,"Portland, OR",Go,"Go(99.16),Shell(0.68),Makefile(0.09),Go Template(0.05),Mustache(0.01),Dockerfile(0.00)",A cloud-native Pipeline resource.,8016478,Apache-2.0,301,2162,2018/08,2826,5723,7779721,5111360,12891081,2026-05-21 19:18:29,2.0251,184,2252,238,8974,1922,369,19.20,83,557,3135,3692,1.3064,84.91,47,12,25,34,33,40,43,32,36
traefik/traefik,https://github.com/traefik/traefik,emilevauge,France,Go,"Go(92.37),TypeScript(7.17),JavaScript(0.14),Shell(0.13),Makefile(0.10),Go Template(0.04),HTML(0.03),Nix(0.02),Dockerfile(0.01)",The Cloud Native Application Proxy,6878194,MIT,566,2642,2015/09,3907,6182,4318085,3837915,8156000,2026-05-20 13:44:06,1.5823,104,1319,550,63334,6019,417,6.93,59,834,18850,19684,5.0381,95.76,7,38,54,17,28,14,48,40,37
argoproj/argo-cd,https://github.com/argoproj/argo-cd,jessesuen,"Mountain View, CA",Go,"Go(81.06),TypeScript(13.76),Lua(2.87),SCSS(0.97),Shell(0.69),Makefile(0.25),Dockerfile(0.14),Procfile(0.10),JavaScript(0.07),Starlark(0.07),CSS(0.02),Mustache(0.01),HTML(0.01)",Declarative Continuous Deployment for Kubernetes,11471111,Apache-2.0,331,1394,2018/02,3027,10687,5350823,2686196,8037019,2026-05-24 09:16:41,3.5306,115,752,576,22969,7231,429,5.93,145,4211,5205,9416,3.1107,55.28,27,15,49,15,43,60,29,19,38
goharbor/harbor,https://github.com/goharbor/harbor,reasonerjt,"Beijing, China",Go,"Go(52.75),TypeScript(21.62),HTML(8.01),Python(5.50),RobotFramework(5.08),Jinja(3.86),SCSS(1.08),Shell(0.84),Go Template(0.54),Makefile(0.33),JavaScript(0.14),Dockerfile(0.12),PLpgSQL(0.10),CSS(0.02)","An open source trusted cloud native registry project that stores, signs, and scans content.",11510973,Apache-2.0,85,639,2016/01,3770,12668,5348692,4832555,10181247,2026-05-22 08:40:32,3.3602,157,803,367,28539,5235,343,6.55,84,844,3475,4319,1.1456,80.46,20,30,35,25,55,45,31,31,39
zabbix/zabbix,https://github.com/zabbix/zabbix,[Unknown account],[Unknown],Go Template,"Go Template(72.18),PHP(14.65),C(9.73),CSS(1.09),JavaScript(0.91),Go(0.88),SCSS(0.16),Makefile(0.13),M4(0.10),C++(0.06),Java(0.04),Perl(0.03),Shell(0.02),PLpgSQL(0.01),BitBake(0.00),EJS(0.00),XSLT(0.00),Pawn(0.00)","Real-time monitoring of IT components and services, such as networks, servers, VMs, applications and the cloud.",208387171,AGPL-3.0,0,61,2014/02,4470,105539,59060207,52246947,111307154,2026-05-25 14:38:28,23.6105,942,1054,228,5918,1209,36,2.98,160,0,0,0,0.0000,0.00,58,49,2,36,63,63,3,16,40
oxsecurity/megalinter,https://github.com/oxsecurity/megalinter,nvuillam,"Paris, France",Dockerfile,"Dockerfile(58.53),Python(30.32),JavaScript(6.16),Swift(0.80),Shell(0.61),HCL(0.52),Clojure(0.37),TeX(0.33),Makefile(0.33),TypeScript(0.17),Perl(0.17),Go(0.16),HTML(0.15),CoffeeScript(0.14),Bicep(0.14),Ruby(0.11),C#(0.11),Go Template(0.11),Apex(0.09),R(0.08),Jupyter Notebook(0.07),CSS(0.07),PowerShell(0.06),PHP(0.06),Kotlin(0.05),Groovy(0.05),RobotFramework(0.04),Rust(0.03),Java(0.03),Visual Basic .NET(0.03),C(0.02),C++(0.02),Puppet(0.02),Gherkin(0.02),SCSS(0.01),Lua(0.01),Scala(0.01),Dart(0.01),TSQL(0.00),Raku(0.00)","🦙 MegaLinter analyzes 50 languages, 22 formats, 21 tooling formats, excessive copy-pastes, spelling mistakes and security issues in your repository sources with a GitHub Action, other CI tools or locally.",3284927,AGPL-3.0,366,550,2020/10,2046,6581,4818637,4150132,8968769,2026-05-25 23:39:31,3.2165,166,1362,179,2495,295,142,48.14,17,51,391,442,0.2160,88.46,61,2,34,43,56,31,34,59,41
grafana/k6,https://github.com/grafana/k6,[Unknown account],[Unknown],Go,"Go(78.92),JavaScript(19.99),HTML(0.47),Python(0.28),Shell(0.27),Makefile(0.04),Dockerfile(0.03),Go Template(0.00)","A modern load testing tool, using Go and JavaScript",6765010,AGPL-3.0,0,2120,2016/03,3717,10830,2963378,1324318,4287696,2026-05-13 18:15:13,2.9136,176,395,120,30673,1545,232,15.02,49,759,1561,2320,0.6242,67.28,16,28,29,55,34,58,38,43,42
fluxcd/flux2,https://github.com/fluxcd/flux2,stefanprodan,[Unknown],Go,"Go(98.40),HCL(0.69),Shell(0.56),Makefile(0.31),Dockerfile(0.04)",Open and extensible continuous delivery solution for Kubernetes. Powered by GitOps Toolkit.,1355288,Apache-2.0,8229,9412,2020/04,2222,3872,148009,86086,234095,2026-05-23 11:46:55,1.7426,117,60,209,8137,757,181,23.91,24,256,1257,1513,0.6809,83.08,51,5,48,38,9,44,44,55,43
spiffe/spire,https://github.com/spiffe/spire,y2bishop2y,[Unknown],Go,"Go(95.86),Shell(3.75),Makefile(0.27),Dockerfile(0.07),Go Template(0.03),Open Policy Agent(0.02),HCL(0.00)",The SPIFFE Runtime Environment,7760345,Apache-2.0,11,212,2017/08,3209,7840,755443,454714,1210157,2026-05-24 08:36:47,2.4431,233,154,152,2366,614,216,35.18,53,136,941,1077,0.3356,87.37,62,19,19,47,60,34,41,41,44
thanos-io/thanos,https://github.com/thanos-io/thanos,ashmere,London,Go,"Go(88.44),TypeScript(7.16),Jsonnet(2.28),Makefile(0.58),HTML(0.53),Shell(0.39),SCSS(0.28),CSS(0.28),Cap'n Proto(0.03),Dockerfile(0.03),jq(0.01),JavaScript(0.01)",Highly available Prometheus setup with long term storage capabilities. A CNCF Incubating project.,5755606,Apache-2.0,8,3721,2017/11,3127,4796,1014156,635978,1650134,2026-05-22 18:04:21,1.5337,140,344,137,14081,2301,407,17.69,82,877,2331,3208,1.0259,72.66,34,18,40,50,21,54,50,33,45
woodpecker-ci/woodpecker,https://github.com/woodpecker-ci/woodpecker,bradrydzewski,"Columbus, OH",Go,"Go(86.80),Vue(8.40),TypeScript(2.52),CSS(1.55),Makefile(0.55),JavaScript(0.10),Nix(0.04),Shell(0.03),HTML(0.02)","Woodpecker is a simple, yet powerful CI/CD engine with great extensibility.",3590561,Apache-2.0,616,3014,2019/04,2609,7911,4092425,3830741,7923166,2026-05-25 08:59:43,3.0322,91,1001,102,7125,571,410,71.80,59,351,1070,1421,0.5447,75.30,56,9,60,58,25,51,37,39,46
